0.000000 3.706820 20.095900 0.914920 0.918946 0.072382 0.387400
10.000000 3.669619 20.119357 1.041362 -0.948568 0.181838 -0.258714
20.000000 3.702471 20.138781 0.912700 0.986237 0.066181 0.150781
30.000000 3.699875 20.163652 1.045504 -0.977555 0.209777 0.012627
40.000000 3.694713 20.185646 0.913714 0.986367 0.060404 -0.152350
50.000000 3.734882 20.211586 1.041996 -0.911923 0.235777 0.335537
60.000000 3.685209 20.236437 0.921465 0.865526 0.060422 -0.496984
70.000000 3.771545 20.263061 1.027242 -0.702874 0.254590 0.664026
80.000000 3.678468 20.291029 0.939158 0.574320 0.073724 -0.815168
90.000000 3.803733 20.318029 0.999040 -0.323547 0.258624 0.910060
100.000000 3.682330 20.349187 0.967225 0.105666 0.107349 -0.988478
110.000000 3.822750 20.376541 0.959383 0.192451 0.239842 0.951429
120.000000 3.706129 20.410547 0.999792 -0.451226 0.163096 -0.877253
130.000000 3.820541 20.438768 0.917491 0.710291 0.195974 0.675913
140.000000 3.754922 20.474685 1.022487 -0.881269 0.232844 -0.411006
150.000000 3.796569 20.504923 0.890215 0.986992 0.141213 0.075382
160.000000 3.820979 20.541275 1.016240 -0.910663 0.296214 0.287624
170.000000 3.766044 20.574973 0.895099 0.765647 0.111439 -0.633358
180.000000 3.879457 20.610326 0.970210 -0.400710 0.321694 0.857742
190.000000 3.760418 20.648271 0.933431 0.024592 0.143724 -0.989199
200.000000 3.898416 20.682389 0.898571 0.431296 0.280939 0.857224
210.000000 3.806894 20.723624 0.973869 -0.770234 0.236044 -0.592283
220.000000 3.866570 20.758390 0.844619 0.972677 0.189499 0.133287
230.000000 3.892089 20.800099 0.965158 -0.876515 0.333647 0.346666
240.000000 3.821889 20.838606 0.851674 0.604790 0.136552 -0.784448
250.000000 3.953449 20.877985 0.888654 -0.062240 0.353458 0.933257
260.000000 3.835759 20.921438 0.904517 -0.455416 0.202482 -0.866818
270.000000 3.936001 20.959050 0.800225 0.870274 0.256286 0.420375
280.000000 3.925925 21.004505 0.915404 -0.932315 0.335312 0.134642
290.000000 3.875156 21.044837 0.787793 0.690842 0.155315 -0.705967
300.000000 4.001496 21.087557 0.829487 -0.083583 0.383856 0.919480
310.000000 3.885485 21.133486 0.845130 -0.516743 0.216437 -0.828195
320.000000 3.972061 21.173442 0.728152 0.928005 0.265179 0.261270
330.000000 3.989580 21.221196 0.839704 -0.851476 0.371793 0.369504
340.000000 3.906391 21.264491 0.733995 0.398524 0.162683 -0.902489
350.000000 4.042646 21.308169 0.722090 0.332672 0.385140 0.860680
360.000000 3.956277 21.357180 0.788842 -0.851098 0.280148 -0.443760
370.000000 3.972092 21.399064 0.644333 0.919688 0.217159 -0.326788
380.000000 4.064114 21.447196 0.719751 -0.387636 0.423041 0.818870
390.000000 3.944681 21.494737 0.696376 -0.343739 0.199746 -0.917452
400.000000 4.041001 21.537768 0.587780 0.894371 0.317196 0.315056
410.000000 4.054263 21.588638 0.691852 -0.829856 0.389794 0.398964
420.000000 3.961197 21.634124 0.593119 0.242289 0.173546 -0.954437
430.000000 4.090544 21.679844 0.549085 0.553758 0.400097 0.730102
440.000000 4.034430 21.731412 0.634951 -0.940004 0.324928 -0.102892
450.000000 3.994188 21.775545 0.496115 0.672475 0.198388 -0.712876
460.000000 4.117004 21.824147 0.512777 0.123358 0.443547 0.887593
470.000000 4.016206 21.874976 0.556691 -0.811275 0.258798 -0.524051
480.000000 4.031400 21.918785 0.409657 0.898635 0.252770 -0.358240
490.000000 4.124065 21.969677 0.470849 -0.277346 0.449409 0.849049
