0.00111894 2.22752e-07 4.45449e-07 7.40901e-06 2.48618e-09 4.0473e-09 623453 9.61295e-05
0.0611736 5.82688e-06 1.1393e-05 3.45944e-05 2.47399e-08 3.44929e-08 109025 0.000116765
0.10281 5.58971e-06 1.16173e-05 2.45289e-05 1.71e-08 2.51364e-08 215947 0.000102047
0.142041 5.80419e-06 1.16185e-05 1.77477e-05 1.24178e-08 1.78392e-08 425979 0.000117448
0.181147 5.8103e-06 1.15751e-05 1.33647e-05 9.60283e-09 1.35021e-08 735876 0.000158537
0.220569 5.79127e-06 1.16467e-05 1.1742e-05 8.46483e-09 1.18823e-08 957860 0.000147191
0.26062 5.73034e-06 1.1601e-05 1.09681e-05 7.64897e-09 1.09871e-08 1114805 0.000119479
0.300651 5.69914e-06 1.1613e-05 9.94322e-06 6.91785e-09 1.00019e-08 1351893 0.000125787
0.34018 5.69451e-06 1.15616e-05 9.30288e-06 6.50874e-09 9.3327e-09 1532962 0.000141337
0.380265 5.68248e-06 1.15538e-05 9.07132e-06 6.30829e-09 9.08248e-09 1618638 0.000160449
0.420398 5.6724e-06 1.15373e-05 8.62934e-06 5.96602e-09 8.63207e-09 1793380 0.000168323
0.460056 5.64578e-06 1.15286e-05 8.25379e-06 5.72648e-09 8.29698e-09 1945669 0.000136765
0.500058 5.62328e-06 1.151e-05 8.27196e-06 5.70514e-09 8.24734e-09 1953447 0.00013623
0.540178 5.5392e-06 1.1439e-05 8.10569e-06 5.51469e-09 8.02437e-09 2030481 0.000126123
0.580127 5.49884e-06 1.14007e-05 7.97982e-06 5.37727e-09 7.8654e-09 2096744 0.000130355
0.62006 5.4514e-06 1.14219e-05 7.8589e-06 5.28633e-09 7.76274e-09 2157303 0.000135355
0.660068 5.40384e-06 1.14214e-05 7.81366e-06 5.16936e-09 7.68091e-09 2186086 0.000128149
0.70012 5.36798e-06 1.14057e-05 7.70634e-06 5.05253e-09 7.57285e-09 2249466 0.000135266
0.740161 5.31558e-06 1.13639e-05 7.55189e-06 4.91418e-09 7.43724e-09 2344895 0.000148031
0.780261 5.23537e-06 1.1267e-05 7.32042e-06 4.71705e-09 7.12598e-09 2495921 0.00015087
0.820173 5.17806e-06 1.12344e-05 7.02912e-06 4.47507e-09 6.82952e-09 2686999 0.000127881
0.860038 5.11548e-06 1.12459e-05 6.99267e-06 4.38736e-09 6.79599e-09 2729395 0.000133209
0.900033 5.08036e-06 1.11986e-05 6.98142e-06 4.34987e-09 6.77605e-09 2734458 0.000113023
0.940069 5.02148e-06 1.10965e-05 6.9396e-06 4.2551e-09 6.65427e-09 2773656 0.000124566
0.980228 4.9477e-06 1.10725e-05 6.78884e-06 4.10476e-09 6.50338e-09 2894128 0.000113722
1.02014 4.88602e-06 1.10215e-05 6.62031e-06 3.96549e-09 6.33193e-09 3036774 0.000122558
1.06004 4.83949e-06 1.09596e-05 6.54055e-06 3.87961e-09 6.20475e-09 3120801 0.000136367
1.10018 4.76985e-06 1.09011e-05 6.46149e-06 3.76357e-09 6.07801e-09 3208747 0.000122909
1.14019 4.69678e-06 1.08554e-05 6.23841e-06 3.59909e-09 5.87809e-09 3415372 0.000131136
1.18021 4.61377e-06 1.08179e-05 6.06188e-06 3.43606e-09 5.67861e-09 3624402 0.000113999
1.2201 4.5567e-06 1.07586e-05 5.96375e-06 3.33519e-09 5.55482e-09 3747977 0.000119367
1.26015 4.48398e-06 1.06949e-05 5.86381e-06 3.22658e-09 5.43811e-09 3878384 0.000110864
